0	is bummed, went to check out warped tour and scary kids wont be playing in ohio 
0	is bummed.
0	is bummed.  Last day of vacation, checkout is in 1 hour.  Tomorrow, back to hell  http://plurk.com/p/11nbjg
0	is bummed. No tickets left  Oh well. We tried!
0	Is bummed/surprised/Iritated that one of my fav starbucks closed.
0	Is burning up! It is hot outside tonight! And we don't have the air on
0	is Burnt  Very Bad Times.....
0	Is burnt every where
1	is busy bee!
1	is busy busy day
1	is busy editing & creating jingles & drops....fun fun fun
1	is busy watchin "little nicky" ha ha its so funny
1	is busy, busy, busy.  jas@sh00t.me (book your shoot today!)
1	is But I Don't Feel Like Dancin!!!.................... such a good song
0	Is Butterfactory really so fun? Seems like it's the new Zouk these days. I've totally lost touch with the nightlife
1	is buying a new house with Phil!
1	Is buying another baby pressie!
1	Is cacti is a good supervisor for a PHP noob like me ? That's the question !!
1	is calling it a day! time to go home to the little boy
1	Is Calvin Harris still our number one? Ooohhh British-ness  James Morrison ft Nelly Furtado - Broken Strings - No. 20 ! Top 40 uk chart
0	is camping after school.... please be a good day.
0	is camping with no service again.
0	Is cannot waiy for tomorrow but I'll be missing my baby
1	is carrying on a conversation with the voices in my head!!!! I told you they like me better then you
0	is casting away constness...
1	is catching nuff jokes!
1	Is catching up on beauty sleep
1	Is catching up the on britain's got more talent that i missed yesterday while i get dressed for work
0	is catching up with the last couple of katie&peters,finding it very uncomfortable veiwing,you can see the cracks startin to show 
0	is cat-less. Samantha is getting bloodwork and urinalysis done.
1	is caught up and leaving work-I am officially ON VACATION.  Shane and Sandy, I am truly sorry for all the papers.  Don't hate me.  
0	is celebrating "No Fun Sunday".  I hate it when Nel works weekends   Sadness #fb
1	Is celebrating Greek Easter with thesecond family
1	is celebrating her 1.10 anniversary with  :x <3 and it's Sunday again...
1	is celebrating her 21st birthday
0	is celebrating her engagement at Disneys Hollywood Studios and Magic Kingdom before departing tonight!
1	is celebrating her mother 50th in a 2 day birthday bonnaza... Champagne is the way forward may even make the  sunshine
1	is certainly happy despite the weather.  Thank You, Lord.
1	is chamber callbacks tomorrow..the day I have been waiting for, for SO long! 
1	Is Charleston bound for the day
1	is chatting NOT with an Irishman, but rather a man who happens to BE in Ireland. oops...... 
1	is chatting on facey with and Matt about the Maine
0	is chatting with a mysterious character know as Silver Mercedes. Her Uncle must work for General Motors
0	Is chatting with his m8s! In 10 minutes i'm studing bio  sooo fucking boring! School is boring! Isn't it?
1	is chatting with Willy Valdez about comics
0	is checking ... nope, she didn't care about Jon & Kate before and she still doesn't. RIP Ed McMahon, though. 
1	is checking computer stuff before I go sit back down & read
1	is checking out for nice unity coins.  A gift to two very dear friends.
1	Is checking out the camera assessment series at the produced by conference
1	is checking out the Nokia 6301, liking it so far  Stylish, simple and feature rich!
1	is checking the bar code on her ass to see if she is past her sell by date.... nope - still fresh as a daisy!
0	is cheesed off with computer's cpu running  100% all the time   me feels a reinstaalltion is gonna be needed - PANTS
0	Is cheeseless...
0	is chewing on a golf tee and, well, not killing time but... i could be working on my house. and instead, im working 
0	is chillaxin for the last time bck to skl tomoz  xxx
1	-is chillaxing [-missing tha hubby) ; bout to get ready for my sisters graduation & a family thing
0	is chilled out tonite, so cannot spew venom or write funny. Seems like these are the only 2 styles she has 
1	is Chillen with the Hommies     Hoby Ohio North ROCKS!!! SRRY KENTUCKY...Dont Mess With the Best
1	is chillin
1	is chillin . going home today from almost a week at shawns. ha . text meee  lets go phillies and nationals !
1	is chillin at her boyfriends going to go and sunbathe soon
0	is chillin at the snow cone stand waitin 4 britt. so ready 4 tonite, but at the same time so not.  and  lol
0	is chillin' at the TAM Lounge in Sao Paulo...3 hours to kills, then back to the US. Estou muito triste para sair Brazil 
1	is chillin chillin with muh kittay
1	is chillin in bed watching dog the bounty hunter!
1	Is chillin like a villain  no class until wednesday.
1	is chillin out, hangin w/ friends. 
1	is chillin' to some Open The Skies - y'all should check them out if you haven't already and come see them play Preston next month.
1	is chillin to the new promo of SEF - U NEED A HERO - D-BOY & AZADVIR 'KID FRESH' SINGH REMIX FT DES-C Its a awesomee track
1	Is chillin wit luce!  x
1	is chillin with what a nice sunday
0	Is chillin with amanda. Got the worst cold  cinema soon!
1	is chillin....watching king of queens and trying to figure out what to do tonight  what are you doing??
1	is chilling trish's
0	is chilling and listening to music. Edmonton tomorrow...for what? family -_- Still have a project to work on as soon as i'm back...
0	Is chilling at home, missing her baby 
0	is chilling feeling really poorley
1	is chilling in bed... sunbed today
1	Is Chilling 'N' Enjoying The Peace 'N' Quiet  (Y) â™¥;; Loves My 2 Baby Boys Loads ;;â™¥
1	is chilling out in the back garden listening to my decent music! Maybe I should download a lot more!
1	is chilling out with Nards, Noah and Gang over sinigang and coffee jelly. 
1	Is Chilling Thinking Of That Special Someone
1	Is chilling wit my boy
0	Is chilling with victoria chris and aaron
1	is chilling!
1	is chilling, it's finally over! 
1	is chillling & ready for taras birthday celebrations in good old liverpoool tonight  cant waitttt. X
1	Is chilln..drinking a nice cold caramel frap from starbucks
0	is choking like a bastard
1	Is chooning out to EZ rollers on the the way to movie land
1	is chunking up the deuce for the South [Houston] & the North [Rhode Island]!
0	is churlisch, that the weather throw a spanner in tha plan to fligh on the glacier today 
0	is clean out of Nag Champa!
1	is cleaning & listening to Adele!!! <3 her music!!....Out to eat wit the bestie later!!! all  s
0	is cleaning all day long
1	is cleaning chicken bones
0	is cleaning his iTunes - it is like my SL inventory only WORSE!!  http://plurk.com/p/118tg1
0	is cleaning my car for someone to come look at it.  i hope it sells, but i'll miss it! ah.. the sacrifices of life!
0	is cleaning my room, the bathroom, the kitchen and re-booting the computer   I guess I'll put Super Mario on hold...
1	is cleaning my room. text
0	is cleaning the entire house
0	is cleaning up his room...throwing away a lot of stuff from high school and earlier. depressing because the memories are so faint
0	is cleaning.    not quite what I wanted to do on this vacation.
0	is cleaning..
1	is close to level 25 in PetSo.  Gotta be in level 26 before school! http://plurk.com/p/xe1f2
1	is club unity in montreal w/ chuck & dylan!!
0	is clueless about everything..
0	is clueless on how to get to Lucban Quezon for tomorrows  Pahiyas Festival  http://plurk.com/p/tra20
