1	Looked like it was going to be some nasty weather 30 minutes ago... now I see blue sky.  Weird day
0	now and then we do get a glimmer of blue sky ... then it rains some more
1	Only .2g? Wow.
1	Yes you can do that
1	You supply the munitions and the West Australian is toast.
0	I wish I could come to LA in August, but I'm going to Europe and my friend's bachelorette is that month too. 
0	i don't know!
0	 it shows up on twitter, but not on tweetdect 
0	I know, me too 
1	good luck on that one  my experience is that you're darn lucky to even have on that takes control of the kitchen
1	Has to be.  http://twitter.com/Mpieters/status/2062743651
1	I find it funny, cause to me NO site is best viewed in Internet Explorer 
1	sure that'll work, if you like pink shirts and sweater vests 
1	vodashops don't even know that an iPhone comes in White.
0	 OMG Girl I was #6 again UGH!!!!!! I know i am on the verge of a break down after 2 weeks of this been 1 & 6 so many times
1	its super easy lol I wish everyone would jump on the bandwagon
0	new one what   i hate it when i get confused
1	aww I love that song... Your amazing in it
1	Haha. Direct message me your address. I'll send one over
1	If you ever come to LA, let's connect! I want to hear your story! 
1	I'll sing to you  but ur ears might bleed
0	we have different ideas of what awesome is
0	unfortunately I am now a walking zombie...
0	I'm still working too  I feel your pain sistah!  Go downstairs for 5 to get some air.
1	you are going to have the mother of all headaches if you actually try listening to all of them today
1	Oh really?? Then I'm gonna check it this weekend  Thanks!
0	i kno i can i was just playing. the date never happened... we have shyt phones so we count contacy each other.
0	I don't want you to leave...
0	damn. So I can't rock em on those hot azz Cali summer days wit short shortz
1	- 14th time?  I think you mean 27th time!! Sorry, 28th, 29th, 30th........  
0	sry 4 the late response dude. thx 4 the second link. It worked 4 a few mins & then was disabled  I was supporting UK
1	In Spanish: tira=throw, mi=my, su=his. I guess the Spanish throw stuff an the Italians pick it up.  Still a favorite dessert!
0	http://twitpic.com/3p5r6 - lol ur pix look like mine, blurry! she didnt stand still ..good show! didnt meet u tho 
1	Thanks for re-following.
0	pinky....oh and did i mention dry?hahaha...i just dropped 800 the apple store n got jona an iphone
1	"Hey Tranny?, its Tranny! Its a HOT TRANNY MESS in here! Silver Tranny Feroshia!" LOL Member? 
0	story of my life.
1	Interessant weil dein Name drin steht? ;) Nice thing
1	Naa Coral springs fits me  lol
0	WOOOT! considering im being held hostage in my apt, I need to fight to turn the TV on! 
0	Sorry     Best I can do for you at the minute is a tram ticket.....
1	i have never know anyone to make me laugh harder than you. You crack me up!!
1	wooow. may mga relatives ka here in pampanga. well, actually i reside here 
0	 isn't that always the way in those situations .. i find it hard to watch- i should be more informed but it's so upsetting.
1	Hi back  And yes I did thanks ... apparently it was set to refresh itself too often. One of my twitter peeps clued me in
0	Its very annoying. I don't want to be spending that much/month though
1	oh....I'm crap at geography
1	ooh...thanks for the tip. I'll do that ASAP. You are a star
1	thanks  can't believe i found a place that still sells body glitter!
0	Thats my theory - then I'll go back to the lovely schedule of one post a fortnight. Its the set up part thats the hardest
0	Though theoretically, i should do the hilly ones 'coz they get the heartrate going. They also make my bum hurt for days 
1	wonder if that would work when I'm at the office? may give it a stab tomorrow or tues.
1	Yeah, I know. I'm feeling brave tho ... I think ... 
1	Awww!  I have a soft spot in my heart for puppies.  They're just too cute for their own good.
1	Oh yeah, I would have been worried about the gaggle of little giggly girls too.  
1	OK...you do that.
0	omg! drinking again! lolz.  I work tmrw, I think imma have to take the stud off, and the darn thing is gonna close  waste $$
1	LOL sounds like my sorta admin, once changed a neighbour's SSID to "all_your_base_belong_to_us" - a GBS guy with an open network 
1	hahaha! i agree
0	due all good in my profile on FB as Stone Farm Rocks 30_05_09 ) some more on the phone but don't have the right cable ah Apple
0	True I was thinking that v quiet  crimpomatic where are you are you hiding? the internet is a big place but we will find you
0	you know it how sad was I  but the new one has a balcony so watch out Egypt  if you see me on the tv arrested will u bail me out?
0	I have done that, and it still doesn't let me play my saved game. 
0	Sorry, I meant Gunstar heroes.. 
