1	Off to mow mum's lawns before it rains, now wants me to do our lawn afterwards too! Not tidy darts. 
0	off to mow the bloody lawn
0	off to mow the lawn, YEA 
1	off to munch on a lovely sandwich my mummy made for me. I love her
1	Off to muscleworks and spining...grr I hate spinning it's one of those necessary evils
0	Off to my 2nd exam
0	Off to my bed. I'm extremely knackered for some reason. Up at 5 to get ready for my work
0	off to my BFF's house, haven't seen her in 4 weeks 
1	Off to my BFF's surprise birthday  Gonna be awesome! See you later ;)
1	off to my brother's wmass baseball game  goodluck michael!
1	off to my cousins confirmation + confirmation party
1	Off to my exam now. Wish me luck!
0	Off to my family all day, saying goodbye 
1	Off to my first Cubs game!
1	Off to my first day of training! :s
1	Off to my flat. Until tomorrow!
1	Off to my friend Mavis's concert. Gonna hear me some Broadway tonight.
1	Off to my friend's house to do school work. See you later, followers 
0	Off to my great job ... I don't really have a life, I spend most of my time, working .. from 8 am to 6:30 pm .. some time, till 10 pm 
1	off to my irish exam  feeling good about this one!
0	Off to my last dance competion of the season, awwww 
0	Off to my lil sisters  graduation...they grow up so quick
0	Off to my little cousin's Christening, beautiful weather for it. Palacious reported out for the season grieving for his brother abroad 
1	Off to my mani-pedi appointment.
1	Off to my Nia dance class now - dancing on the inside already just thinking about it!
1	off to my niece's  graduation. Hurrah!
0	Off to my P.E. classes...fell on my wrist yesterday, gah stupid me! IÂ´ll be useless with only one properly functioning hand today! OUCH! 
0	Off to my wifes nieces 16th birthday bash, not drinking tho, on driving duties 
1	Off to Nap.. or i might sleep off while learning Trignometry and Cordinate Geometry
1	Off to Nee-chan's grad party
0	off to Niagara Falls to attend "In memory of Tori Stafford Day" ...
1	Off to Niagara-on-the-Lake on a beautiful Sunday.
1	off to nigh nights now. have a good evening all  xxx
1	off to norwich  if i can find some money...
0	Off to Nutritionist appointment. Hoping she'll be able to sort me out
1	Off to NY... First day of surgery st. Luke's.
1	Off to Ocean Terminal with Jasna for coffee with Granny & Grandpaw
1	Off to Old Chicago to meet up with for some mid-term election campaign strategy. And beer.
1	Off to order my pizza now! Have a great Saturday night everyone!!
0	Off to Orlando.  I wish I had time to see Mickey and Minnie!
0	off to our last time at our church!!!
1	Off to our Talent Academy to spent the day with the team talking about relationships, priorities and the future! Taking time to reflect. 
0	Off to Palatka to Dr. Chapman! Ugh...can't believe I'm 21 and have braces...again!
1	off to parents house to go get warm! do some washing up and do some reality mechanical work, work on thos foundations 
1	off to Parkwest
1	Off to party a little more
1	Off to party with Meera and Vy!
0	Off to partyyy thank god its saturdayy! ( Wish I was with manuko and gui though  )
0	Off to pasadena to goin away party..  then to opera in hollywood!
1	off to pearlyn's place - gran's bday + mothers' day dinner tonight!  mom went for adults' svc today!!!  (L) happy mothers' day moms!
1	Off to petclub to buy the kitties food. Hopefully the have some new reptiles to look at and maybe bring one home
1	Off to Philly!!!
0	Off to physical therapy
0	Off to pick wallpaper for our hall, stairs and landing. This may become quite expensive  x
1	Off to plant rosemary, chocolate mint, forget me nots and....lupiiiins how exciting 
1	off to play golf with my wonderful husband who took the day off...kids still in school
1	Off to play guitar for abit  X
1	off to play in our WGA Member Guest with my friend who I grew up golfing with--she's due in Nov, let's hear it for the preggers team! 
0	Off to play some 80's rock woot. Minus the woot.
1	Off to play some tennis
1	off to play some volleyball
0	Off to play Tennis at Bel Air, courts are wet  but, we will play anyway.
1	Off to practice piano. Be back in a few hours.  bye!
1	Off to preview what Netflix has going on for Holiday 2009-then  full day ahead. Perhaps w/quick break 4 Shoshanna friends + fam sale
0	Off to psych, wont have service 
1	Off to P-town and Tacompton for crazy fun times
0	Off to Queenstown for a conference. Unfortunately no time for play
1	off to races to try win some money
1	Off to Ralphs. Need some chocolate milk.
1	Off to read a little more. Message me if you get bored. Enjoy the rest of the day.  ~Audreanna
1	Off to read all the lovely fic I just saved.
0	Off to read and maybe watch Sonata epi of Moonlight...I miss that show
1	off to read some more 'Pop Tart' and stop thinking about everything going on. revision in hyde park tomorrow
1	off to read the last few pages of my book  nitey!
0	Off to Red Canoe for lunch...wishing they had the yam and apple soup but that's only for winter
1	off to rent a pick-up truck for the day to help a colleague move. anyone else need heavy lifting?
0	Off to return some screenplays I borrowed. Wish I didn't have to journey out in this rain
0	off to revise again now
1	Off to revise for a bit back soon
1	Off to Richmond, VA!  Be back later - hope everyone has a great weekend.
1	Off to Riley's soccer game.
1	off to riverside tomorrow. the krew gunna be re-united
1	Off to Rotary lunch meeting see U soon
1	off to rugby... see you cool cats later  MEOW! xxxxx
1	Off to ruins.
1	Off to run birght n' early
1	off to run errands , get some new clothes & off to Disney to meet new friends & 1 hot sexy lady cummin' just for me  woot woot
0	off to run errands in the rain
1	Off to run errands... and get a Bed Stuy Chai
1	off to run some errands
1	Off to Russian. International Relations later tonight.
1	off to ruths will take lotttts of photos
0	off to Sacto to take babies to kennel
1	Off to Sac-town with Erin to apartment hunt for her sister! Gonna be gone allll day! Should be fun
1	Off to sainsburys with David  to do our first proper "shop".. Fun
0	Off to Salisbury for a look about and the sun decides to go in
1	off to sam adam's brewery then my first sox game - loving boston
1	Off to sammis house for another barbeque. I love free food
1	Off to San Francisco and #JavaOne! 20 hour travel, but still... Woho! 
1	off to Sangha this morning
1	Off to Santa monica!
1	Off to Sarah + Katies house for dinner, then we are going to camp in a 'big tent' I've been told lol. 
0	Off to school   I think today might be a very awkward day. Toodles twitter
0	off to school  I didnt sleep at all! im so exhausted!
0	Off to school  Yay.
0	Off to school :/ Man that sucks ass conpletley   Fun fun fun  And English exam tommorrow
1	off to school for double economics then home for lunch
0	Off to school for exams
0	off to school for my last exam of high school! summer is here baby, although you cant tell by the weather 
0	off to school french final 2day
0	Off to school in a min
0	off to school in a mo... woo... double food tech, double french, english geography, double athletics    woopy for mee!  xx ly xx
0	Off to school no new divide
0	off to school now
1	off to school now , hopefully it'll be sunny like yesterday. i need a tan. 
1	off to school now!
1	Off to school now..will hear mass and attend some meetings.
0	Off to school soon!!!  So bye, my friends will be here soon!
0	Off to school!  I hate PE!!!!!! http://tinyurl.com/lb3plp
1	Off to School! I'll take a pic of the new small TV after school, if it's setup 
1	Off to school! Tweet at 3:30ish!
1	off to school!! OMG!! today is follow friday!!  excited.
0	off to school!! this is the last day our group is gonna be all together!!      i still dont think reality has truly kicked in yet!
0	off to school, getting a needle today, not cool!  I'm going to go eat coco pops and listen to !
