0	I wanna read "the picture of dorian gray" (by oscar wilde) but I have no time at the moment  hopefully I will soon (Y)
0	i wanna read a destenee's story on youtube while eating popcorn ! cause i cant read more from miley's book today! i'm almost finished
0	I wanna read Midnight Sun.
1	i wanna read miley's book to , let's buy it ! but where do i buy it in this booring booring country  the internet!
0	I wanna read ya'll updates so bad lol...but I'm so tired, My eyes ache from lack of sleep 
0	i wanna re-live May16..  AWESOME. I love Cook after seeing him performing, I never really liked him but Archie is still my #1! SOO AWESOME
0	I wanna reply to all you twitters so bad, but I woke up late from my nap and I'm now at rehearsal 
0	I wanna roc wit'chu . Imy buu
0	I wanna rock a Maxi dress Coachella, but lacking funding 
0	I wanna Romeo. How come I don't get a Romeo?
0	I wanna save the world! Lol! That would never happen!
1	I wanna say thanks a million times for showing some love and celebrating a special event with us last night! I sooo LOVE YOU all!
0	I wanna say with Kristen Stewart that she shouldn't don't smoke any more. Smoke will destroy her health. I'm worry for her..
0	I wanna scratch my ass so bad but ppl r watchin
0	i wanna see in concert soo badly; i never got a chance to actually meet her!
0	I wanna see 17 Again, Hannah Montana and, A Haunting in Connecticut with Lexy!!! 
0	i wanna see a picture of new board! why is no one updating their myspaces/facebooks/flicks/photobuckets/neopets/whatevaaa.
0	I wanna see Drag me to hell. Wheres the bootleg man when u need him.
0	I wanna see ghost of girlfriends past
1	I wanna see if this actually works. Please help out a guy and follow the link and just make an account. Thank you
0	i wanna see katie, but she doesnt have time for me this week 
0	I wanna see Metro Station in Oslo today, but I have a gig with my band... 
0	I wanna see my puppy, and smell his stinky puppy breath 
1	i wanna see naomi and merryn and abbie, duno why  just love them
0	I wanna see Night at the Museum: Battle of the Smithsonian in IMAX and then Up in 3D!! I still haven't seen them yet!
0	I wanna see penguins
0	i want scissors
0	I want seafood.
0	I want see a good movie
1	I want sex too
0	i want sheer colour!!! i wish i had money but i gotta pay for my drivers liscence and i booked the next 3 weeks off work for schoolll
0	I want shoes
0	I want sims 3 but I need to save my money for #glasto. Â£110 is not enough for a tent, spends, travel and wellies  sigh.
0	i want sims 3.
0	I want Sims 3. There's none for Mac in GH
0	i want sims3, shame my pc is a snail 
0	I want six flags.  king da ka. ~exam week :[
0	I want skIttles!!!
0	i want sleep, but i canÂ´t 
1	I want sleep, bye twitters and good nigth or whatever 
0	I want smores. Also the Samsung Alias looks really cool. Why can't Sprint have cool phones
0	I want some #wayfarer glasses someone sell me them  or some fake ones, YAY 
0	I WANT SOME BANTER!! guysss cummon im missin all da banter we have  love you x
0	I want some birthday cake. XD Maybe a mother's day cake then! Too bad I'm miles away from my mom...
