1	awwwww shay shay  let's make up
0	Aaaaw I miss your Robo Eye
0	aww  need company?
0	Is SOOOOOOO MEAN to Lucy... Lucy is just like Doug! All she wants is LOVE n this bitch aint givin NONE!  LMFAOOO BITCH!
1	its cute. and i like the name
1	isn't kidding. http://www.myspace.com/sexistalk  - the best  music you have  never heard   hahahaha
1	I still think Britainâ€™s Got Talent (bgt) is a good show. They could dress a little more sexy though
1	this dildo is so big i can't even stand up? hhehehe it is making my legs shake  -Kelli Kanyon < google me
1	Yeah good thank's well will a lot fucking better when this work day is done I know that! lol
1	nah noone is tryna hire me...and I just do nothin all day...and yeah I'm still in love minus the boyfriend disease
0	 thats it, rub it in that ur seeing morrissey! il just go and cry in the corner  x
0	aww  sorry to hear about sicky. You got s good bff tho! Wish I had a bff like that.
1	Not really going  Wish I was though. Wasn't this hot.
1	Send me some!     I'm so sleepy.  I think I am already on east coast time.
0	she barely talks to me too. Think she just been busy with work, hair and calling hubby a dick 
1	i feel so much better now I know i'm not the only one  Will it change come 1st June........ hell no ;-)
1	Ya thats true!  I wish i had a f-buddy!
0	 You guys have made me hungry.
1	That's not what I've heard.
0	Awwww, you don't have the toy I want.    Not all massages are external...;)
1	Lmao....That's not what i wanted anyway!!!
0	 I was awakened and didn't even WANT to wake up... I am sure my sleep was gonna get better had I stayed in bed.
1	hey werent today funny..im followin u on twitter. well ovvie lol
1	my family is gangster I was just born.. Came naturally  that's why you love me so much!
1	am ok, having a lazy Sunday  How're you? Up to much?
0	haha me & my mom were watching that earlier! that poor guy.... I felt bad for him
0	got that sexy tease at champaign in '02. sitting 3rd row.  'bout crapped myself. then he looked at carter and shook his head no
0	I actually think it might just be some highlights on xbox.com, but ign.com is a safe bet though it was hard to find the link 
0	I miss u guys!  what time r u gettin back 2day?
1	I was bad!!! Cant wait for parade!
1	 And they didn't even think it was odd sounding
0	sandi i am sooooooooo ill!
0	Didnt get them yet.
0	BESN?? My brain can't configure that one
0	my legs everythng else b in the sun  I used sunblock so aint that bad and hursh
1	Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip
1	hey count me in on the jealous side too  plse tell Sal thanks for rocking on in. i'll post a pic. party still raging!!
1	less than 40 tickets left!!
0	I know and I horny already
0	Nope! only me and my 2 bros/...EVERYBODY back home.....
0	Nooooo ring me again! My phone was off and I did a 1471 and I just missed you
1	are you a barbie girl? j/k
1	I agree with you. And why do you think I self-identify as a New Yorker and not a Usanian? I'm glad I have Eurasian roots.
0	six flags uuuugh! I will b at work BUMMER
1	The rain does that right? It will be very nice by end of the week.
0	im dying to noe how was it??? called u, u din answer 
0	Sure I will Edwin lol...btw you were in my dream last night.don't worry, no sexy time! haha, but u were making fun of me in it 
1	Wish I saw the #Nadal vs #Djokovic match...Would've been awesome! Always a pleasure watching Nadal play
1	Hey  Thanks for the follow.
1	Why don't you post a link so the world can see India? What... you scared?
1	Oh i just made Nicole a background for her twitter
0	hey chocolate chips is good.  i want a snack too but i'm out of snacks.
0	it is 11:15pm and with it being Monday morning fast approaching the partying is OVER. Just work for me this week. Boring
1	Oh thats cool sweetie! i am just relaxing in my bed watching some tv. i watched the movie taken earlier tonight. so good!
0	stayin' in...the crazies are out on this nice weather....scary!
1	The one who wins! Duh!
0	sounds fun. My car just got stolen this morning.  from my own parking space
0	LOL!  he didn't see it!  Yeah, it piss him off   He's such a dork!
1	oh dang! I did see it from my phone! Woo hoo!  nice! Love urs with Joey!
0	I dont wanna look like a clown!! lol I dont have yellow.
1	I hope it goes well
0	i miss you
0	it's like dat Lonnie  n I have the bottle didn't fa get when I come baq on Monday from Canada I will drop it off
1	Forreal!!! We might need to import something yummy  http://myloc.me/3WFp
0	lets go i been puttin that movie off for a week
1	miss you mama!!!  http://myloc.me/2WEL
0	Miss you too ma, come take care of me 
0	Hey whats the bet again? I missed it if u have already said. Sorry
0	o shit, i rented that n didnt get to watch it!  is it good??
